노선번호,도로명,이정,X좌표값,Y좌표값,GRS80X좌표값,GRS80Y좌표값
0270,순천완주선,17.6000,35.083574263,127.478210740,243610.720996,276471.334631
0270,순천완주선,17.7000,35.084441231,127.477910794,243582.905917,276567.387787
0270,순천완주선,17.8000,35.085308197,127.477610842,243555.090826,276663.440940
0270,순천완주선,17.9000,35.086174611,127.477308562,243527.064292,276759.431815
0270,순천완주선,18.0000,35.087032359,127.476971927,243495.909975,276854.446483
0270,순천완주선,18.1000,35.087877559,127.476591197,243460.741904,276948.049824
0270,순천완주선,18.2000,35.088708680,127.476167061,243421.623756,277040.072371
0270,순천완주선,18.3000,35.089524215,127.475700285,243378.626336,277130.347509
0270,순천완주선,18.4000,35.090322689,127.475191713,243331.827506,277218.711801
0270,순천완주선,18.5000,35.091111328,127.474660737,243282.991679,277305.975476
0270,순천완주선,18.6000,35.091899946,127.474129708,243234.152066,277393.237035
0270,순천완주선,18.7000,35.092688561,127.473598670,243185.312453,277480.498593
0270,순천완주선,18.8000,35.093477174,127.473067621,243136.472840,277567.760152
0270,순천완주선,18.9000,35.094265785,127.472536562,243087.633227,277655.021711
0270,순천완주선,19.0000,35.095054394,127.472005493,243038.793614,277742.283269
0270,순천완주선,19.1000,35.095842999,127.471474414,242989.953994,277829.544823
0270,순천완주선,19.2000,35.096631603,127.470943324,242941.114381,277916.806381
0270,순천완주선,19.3000,35.097420204,127.470412225,242892.274768,278004.067939
0270,순천완주선,19.4000,35.098208803,127.469881115,242843.435155,278091.329497
0270,순천완주선,19.5000,35.098997400,127.469349995,242794.595543,278178.591055
0270,순천완주선,19.6000,35.099785994,127.468818865,242745.755930,278265.852613
0270,순천완주선,19.7000,35.100574586,127.468287725,242696.916317,278353.114171
0270,순천완주선,19.8000,35.101363176,127.467756575,242648.076697,278440.375724
0270,순천완주선,19.9000,35.102151763,127.467225414,242599.237084,278527.637282
0270,순천완주선,20.0000,35.102940348,127.466694243,242550.397472,278614.898839
0270,순천완주선,20.1000,35.103728978,127.466163167,242501.567370,278702.165715
0270,순천완주선,20.2000,35.104521761,127.465641369,242453.581945,278789.897565
0270,순천완주선,20.3000,35.105329249,127.465154296,242408.755780,278879.275907
0270,순천완주선,20.4000,35.106157095,127.464720844,242368.808681,278970.935847
0270,순천완주선,20.5000,35.107003442,127.464343990,242334.012806,279064.672512
0270,순천완주선,20.6000,35.107865678,127.464024897,242304.475537,279160.196670
0270,순천완주선,20.7000,35.108741143,127.463764553,242280.288002,279257.213568
0270,순천완주선,20.8000,35.109627136,127.463563762,242261.524850,279355.423849
0270,순천완주선,20.9000,35.110510178,127.463424473,242248.370464,279453.332833
0270,순천완주선,21.0000,35.111408902,127.463342501,242240.433567,279553.005942
0270,순천완주선,21.1000,35.112309609,127.463302075,242236.283387,279652.916701
0270,순천완주선,21.2000,35.113210662,127.463274304,242233.286727,279752.871213
0270,순천완주선,21.3000,35.114111720,127.463246800,242230.314442,279852.826464
0270,순천완주선,21.4000,35.115012778,127.463219295,242227.342157,279952.781714
0270,순천완주선,21.5000,35.115913836,127.463191790,242224.369871,280052.736965
0270,순천완주선,21.6000,35.116814894,127.463164284,242221.397586,280152.692216
0270,순천완주선,21.7000,35.117715951,127.463136778,242218.425301,280252.647466
0270,순천완주선,21.8000,35.118617009,127.463109272,242215.453016,280352.602716
0270,순천완주선,21.9000,35.119518066,127.463081764,242212.480730,280452.557967
0270,순천완주선,22.0000,35.120419124,127.463054257,242209.508445,280552.513217
0270,순천완주선,22.1000,35.121320181,127.463026749,242206.536160,280652.468467
0270,순천완주선,22.2000,35.122221238,127.462999240,242203.563874,280752.423717
0270,순천완주선,22.3000,35.123121956,127.462955285,242199.092621,280852.334393
0270,순천완주선,22.4000,35.124023013,127.462927775,242196.120373,280952.289644
0270,순천완주선,22.5000,35.124924258,127.462926264,242195.517783,281052.276886
0270,순천완주선,22.6000,35.125824440,127.462979561,242199.911492,281152.169321
0270,순천완주선,22.7000,35.126721308,127.463087554,242209.292251,281251.717323
0270,순천완주선,22.8000,35.127614977,127.463230364,242221.847875,281350.925275
0270,순천완주선,22.9000,35.128508582,127.463373788,242234.459243,281450.126282
0270,순천완주선,23.0000,35.129402374,127.463515449,242246.909473,281549.347392
0270,순천완주선,23.1000,35.130298752,127.463629499,242256.841513,281648.843787
0270,순천완주선,23.2000,35.131199011,127.463678876,242260.876776,281748.743238
0270,순천완주선,23.3000,35.132099972,127.463655141,242258.248082,281848.689585
0270,순천완주선,23.4000,35.132997633,127.463558399,242248.967082,281948.238800
0270,순천완주선,23.5000,35.133888006,127.463389076,242233.074971,282046.948747
0270,순천완주선,23.6000,35.134767132,127.463147922,242210.642438,282144.380441
0270,순천완주선,23.7000,35.135631108,127.462836007,242181.769063,282240.101449
0270,순천완주선,23.8000,35.136476109,127.462454759,242146.587291,282333.688056
0270,순천완주선,23.9000,35.137302511,127.462016916,242106.257949,282425.187416
0270,순천완주선,24.0000,35.138121580,127.461558934,242064.097796,282515.864829
0270,순천완주선,24.1000,35.138940374,127.461100217,242021.871584,282606.511579
0270,순천완주선,24.2000,35.139759165,127.460641491,241979.645382,282697.158334
0270,순천완주선,24.3000,35.140577955,127.460182755,241937.419170,282787.805084
0270,순천완주선,24.4000,35.141396743,127.459724010,241895.192958,282878.451834
0270,순천완주선,24.5000,35.142215529,127.459265257,241852.966746,282969.098584
0270,순천완주선,24.6000,35.143034314,127.458806494,241810.740534,283059.745333
0270,순천완주선,24.7000,35.143853097,127.458347722,241768.514322,283150.392083
0270,순천완주선,24.8000,35.144671877,127.457888941,241726.288111,283241.038833
0270,순천완주선,24.9000,35.145490655,127.457430152,241684.062038,283331.685404
0270,순천완주선,25.0000,35.146309434,127.456971351,241641.835687,283422.332331
0270,순천완주선,25.1000,35.147128210,127.456512542,241599.609475,283512.979081
0270,순천완주선,25.2000,35.147946983,127.456053725,241557.383264,283603.625830
0270,순천완주선,25.3000,35.148765050,127.455593054,241514.989381,283694.193544
0270,순천완주선,25.4000,35.149568577,127.455096128,241469.299959,283783.133297
0270,순천완주선,25.5000,35.150351106,127.454551745,241419.297785,283869.723845
0270,순천완주선,25.6000,35.151126215,127.453991656,241367.869129,283955.485022
0270,순천완주선,25.7000,35.151901322,127.453431556,241316.440474,284041.246199
0270,순천완주선,25.8000,35.152676426,127.452871446,241265.011819,284127.007376
0270,순천완주선,25.9000,35.153463931,127.452337075,241215.923158,284214.155220
0270,순천완주선,26.0000,35.154265108,127.451834527,241169.728236,284302.833470
0270,순천완주선,26.1000,35.155078303,127.451361286,241126.198454,284392.857382
0270,순천완주선,26.2000,35.155873845,127.450845627,241078.813467,284480.905470
0270,순천완주선,26.3000,35.156651031,127.450289830,241027.781534,284566.900707
0270,순천완주선,26.4000,35.157426121,127.449729658,240976.352880,284652.661884
0270,순천완주선,26.5000,35.158201207,127.449169475,240924.924225,284738.423060
0270,순천완주선,26.6000,35.158976292,127.448609282,240873.495570,284824.184236
0270,순천완주선,26.7000,35.159751526,127.448049391,240822.095315,284909.962414
0270,순천완주선,26.8000,35.160532892,127.447502353,240771.864035,284996.426501
0270,순천완주선,26.9000,35.161332707,127.446996619,240725.387756,285084.954581
0270,순천완주선,27.0000,35.162155316,127.446548398,240684.140896,285176.035309
0270,순천완주선,27.1000,35.162998140,127.446159834,240648.319977,285269.383390
0270,순천완주선,27.2000,35.163858265,127.445832272,240618.048913,285364.675914
0270,순천완주선,27.3000,35.164732716,127.445566847,240593.432416,285461.583243
0270,순천완주선,27.4000,35.165618467,127.445364480,240574.555641,285559.770155
0270,순천완주선,27.5000,35.166512456,127.445225872,240561.483885,285658.897001
0270,순천완주선,27.6000,35.167411590,127.445151505,240554.262368,285758.620879
