"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"안성시","비거주용 건물내 주택[호]","호","805","824","845","865","890","913",
"안성시","주택이외의 거처[호]","호","3053","3425","3442","3462","3614","3522",
"김포시","총인구[명]","명","352683","365770","392438","424865","442910","474546",
"김포시","남자[명]","명","181687","188970","202239","219676","229269","243883",
"김포시","여자[명]","명","170996","176800","190199","205189","213641","230663",
"김포시","내국인-계[명]","명","332207","343744","369674","398565","414839","447267",
"김포시","내국인-남자[명]","명","166182","172130","184914","199424","207712","223513",
"김포시","내국인-여자[명]","명","166025","171614","184760","199141","207127","223754",
"김포시","외국인-계[명]","명","20476","22026","22764","26300","28071","27279",
"김포시","외국인-남자[명]","명","15505","16840","17325","20252","21557","20370",
"김포시","외국인-여자[명]","명","4971","5186","5439","6048","6514","6909",
"김포시","가구-계[가구]","가구","123493","129385","140347","153946","162871","179106",
"김포시","일반가구[가구]","가구","118224","123571","134242","147297","156040","171854",
"김포시","집단가구[가구]","가구","96","97","113","129","113","111",
"김포시","외국인가구[가구]","가구","5173","5717","5992","6520","6718","7141",
"김포시","주택-계[호]","호","109595","115633","126247","141596","146321","159766",
"김포시","단독주택[호]","호","12071","12505","12593","12884","13184","13361",
"김포시","아파트[호]","호","88581","93361","102328","115998","119238","131927",
"김포시","연립주택[호]","호","2254","2370","3469","4285","4593","4809",
"김포시","다세대주택[호]","호","5840","6566","7039","7588","8392","8732",
"김포시","비거주용 건물내 주택[호]","호","849","831","818","841","914","937",
"김포시","주택이외의 거처[호]","호","4363","6360","6943","7372","9604","13078",
"화성시","총인구[명]","명","608725","655350","708569","777295","838635","880859",
"화성시","남자[명]","명","321376","345293","374529","411255","444058","464634",
"화성시","여자[명]","명","287349","310057","334040","366040","394577","416225",
"화성시","내국인-계[명]","명","567398","612093","662439","724773","781512","825922",
"화성시","내국인-남자[명]","명","291767","314323","341686","373995","403808","426695",
"화성시","내국인-여자[명]","명","275631","297770","320753","350778","377704","399227",
"화성시","외국인-계[명]","명","41327","43257","46130","52522","57123","54937",
"화성시","외국인-남자[명]","명","29609","30970","32843","37260","40250","37939",
"화성시","외국인-여자[명]","명","11718","12287","13287","15262","16873","16998",
"화성시","가구-계[가구]","가구","211944","231731","254974","284445","312599","336715",
"화성시","일반가구[가구]","가구","201983","220427","243048","271365","298397","321871",
"화성시","집단가구[가구]","가구","324","273","406","407","410","396",
"화성시","외국인가구[가구]","가구","9637","11031","11520","12673","13792","14448",
"화성시","주택-계[호]","호","186773","197654","220614","253213","285879","300372",
"화성시","단독주택[호]","호","29721","30698","31244","32057","32425","32576",
"화성시","아파트[호]","호","140426","149088","170398","199976","230138","243732",
"화성시","연립주택[호]","호","2848","2910","2976","3705","4406","4614",
"화성시","다세대주택[호]","호","11974","13201","14237","15618","16960","17507",
"화성시","비거주용 건물내 주택[호]","호","1804","1757","1759","1857","1950","1943",
"화성시","주택이외의 거처[호]","호","11613","16475","18312","19701","21378","24721",
"광주시","총인구[명]","명","310278","322302","341046","364178","375238","385141",
"광주시","남자[명]","명","160954","167206","176877","188618","194288","198755",
"광주시","여자[명]","명","149324","155096","164169","175560","180950","186386",
"광주시","내국인-계[명]","명","296067","307355","325392","346616","356432","367268",
"광주시","내국인-남자[명]","명","151304","157014","166316","176796","181623","187035",
"광주시","내국인-여자[명]","명","144763","150341","159076","169820","174809","180233",
"광주시","외국인-계[명]","명","14211","14947","15654","17562","18806","17873",
"광주시","외국인-남자[명]","명","9650","10192","10561","11822","12665","11720",
"광주시","외국인-여자[명]","명","4561","4755","5093","5740","6141","6153",
"광주시","가구-계[가구]","가구","111807","116834","125090","135384","141279","147712",
"광주시","일반가구[가구]","가구","107862","112798","120936","131002","136730","143039",
"광주시","집단가구[가구]","가구","92","77","92","113","110","102",
"광주시","외국인가구[가구]","가구","3853","3959","4062","4269","4439","4571",
"광주시","주택-계[호]","호","90789","97373","107996","120155","125545","128175",
"광주시","단독주택[호]","호","15191","15572","15715","15975","16186","16239",
"광주시","아파트[호]","호","32949","33102","38948","46086","48202","49408",
"광주시","연립주택[호]","호","3367","3497","3565","3831","3916","4029",
"광주시","다세대주택[호]","호","38417","44280","48803","53281","56182","57404",
"광주시","비거주용 건물내 주택[호]","호","865","922","965","982","1059","1095",
"광주시","주택이외의 거처[호]","호","3955","4439","4584","4554","4526","4514",
"양주시","총인구[명]","명","205988","207009","212631","217776","224684","233286",
"양주시","남자[명]","명","106033","106410","109115","111825","115541","119562",
"양주시","여자[명]","명","99955","100599","103516","105951","109143","113724",
"양주시","내국인-계[명]","명","196260","197306","203236","207662","213908","223364",
"양주시","내국인-남자[명]","명","98971","99290","102258","104514","107708","112478",
"양주시","내국인-여자[명]","명","97289","98016","100978","103148","106200","110886",
"양주시","외국인-계[명]","명","9728","9703","9395","10114","10776","9922",
"양주시","외국인-남자[명]","명","7062","7120","6857","7311","7833","7084",
"양주시","외국인-여자[명]","명","2666","2583","2538","2803","2943","2838",
"양주시","가구-계[가구]","가구","72551","73344","77036","80103","83851","88985",
"양주시","일반가구[가구]","가구","70446","71155","74886","77928","81582","86650",
"양주시","집단가구[가구]","가구","110","91","110","137","145","148",
"양주시","외국인가구[가구]","가구","1995","2098","2040","2038","2124","2187",
"양주시","주택-계[호]","호","64710","65975","72288","76037","79875","85563",
"양주시","단독주택[호]","호","10623","10855","10855","10869","10815","10882",
"양주시","아파트[호]","호","46933","47486","53296","56487","59763","64932",
"양주시","연립주택[호]","호","1015","1087","1106","1207","1322","1413",
"양주시","다세대주택[호]","호","5227","5646","6107","6548","7018","7359",
"양주시","비거주용 건물내 주택[호]","호","912","901","924","926","957","977",
"양주시","주택이외의 거처[호]","호","2618","3125","3285","3267","3368","3481",
"포천시","총인구[명]","명","163388","162698","161239","161564","159871","157939",
"포천시","남자[명]","명","88047","87938","87185","87854","87476","86546",
"포천시","여자[명]","명","75341","74760","74054","73710","72395","71393",
"포천시","내국인-계[명]","명","147206","146173","145093","144058","140938","140482",
"포천시","내국인-남자[명]","명","76168","75623","75147","74798","73405","73502",
"포천시","내국인-여자[명]","명","71038","70550","69946","69260","67533","66980",
"포천시","외국인-계[명]","명","16182","16525","16146","17506","18933","17457",
"포천시","외국인-남자[명]","명","11879","12315","12038","13056","14071","13044",
"포천시","외국인-여자[명]","명","4303","4210","4108","4450","4862","4413",
"포천시","가구-계[가구]","가구","60178","60848","61218","62389","62275","63701",
"포천시","일반가구[가구]","가구","56599","57054","57404","58539","58273","59525",
"포천시","집단가구[가구]","가구","120","104","132","146","143","145",
"포천시","외국인가구[가구]","가구","3459","3690","3682","3704","3859","4031",
"포천시","주택-계[호]","호","49162","51349","51464","53552","54168","55033",
"포천시","단독주택[호]","호","21200","21521","21092","21112","21179","21047",
"포천시","아파트[호]","호","17596","18860","18883","19968","19731","20285",
"포천시","연립주택[호]","호","2617","2617","2630","2609","2609","2633",
"포천시","다세대주택[호]","호","6649","7241","7774","8776","9521","9927",
"포천시","비거주용 건물내 주택[호]","호","1100","1110","1085","1087","1128","1141",
"포천시","주택이외의 거처[호]","호","3828","5030","5265","5350","5512","5651",
"여주시","총인구[명]","명","109937","110273","111476","112096","111981","113352",
"여주시","남자[명]","명","55713","56034","56779","57035","57249","57759",
"여주시","여자[명]","명","54224","54239","54697","55061","54732","55593",
"여주시","내국인-계[명]","명","106021","106223","107019","107025","106631","108225",
"여주시","내국인-남자[명]","명","53295","53511","53995","53964","53999","54683",
"여주시","내국인-여자[명]","명","52726","52712","53024","53061","52632","53542",
"여주시","외국인-계[명]","명","3916","4050","4457","5071","5350","5127",
"여주시","외국인-남자[명]","명","2418","2523","2784","3071","3250","3076",
"여주시","외국인-여자[명]","명","1498","1527","1673","2000","2100","2051",
"여주시","가구-계[가구]","가구","41002","41653","42809","43398","44009","45457",
"여주시","일반가구[가구]","가구","39924","40587","41709","42310","42903","44234",
"여주시","집단가구[가구]","가구","96","76","111","105","103","107",
"여주시","외국인가구[가구]","가구","982","990","989","983","1003","1116",
"여주시","주택-계[호]","호","36965","37795","39352","40237","41059","41610",
"여주시","단독주택[호]","호","18651","19019","19529","19891","20239","20624",
"여주시","아파트[호]","호","13603","13690","13674","13794","14182","14208",
"여주시","연립주택[호]","호","1348","1347","1353","1358","1418","1457",
"여주시","다세대주택[호]","호","2478","2873","3894","4276","4287","4380",
"여주시","비거주용 건물내 주택[호]","호","885","866","902","918","933","941",
"여주시","주택이외의 거처[호]","호","1652","1938","2021","2037","2036","2120",
"연천군","총인구[명]","명","43846","44437","43990","43383","42540","42278",
"연천군","남자[명]","명","22880","23445","23259","22888","22578","22325",
"연천군","여자[명]","명","20966","20992","20731","20495","19962","19953",
"연천군","내국인-계[명]","명","42671","43189","42742","42048","41111","41000",
"연천군","내국인-남자[명]","명","22106","22581","22366","21951","21565","21438",
"연천군","내국인-여자[명]","명","20565","20608","20376","20097","19546","19562",
"연천군","외국인-계[명]","명","1175","1248","1248","1335","1429","1278",
"연천군","외국인-남자[명]","명","774","864","893","937","1013","887",
"연천군","외국인-여자[명]","명","401","384","355","398","416","391",
"연천군","가구-계[가구]","가구","17845","18437","18382","18455","18043","18368",
"연천군","일반가구[가구]","가구","17534","18077","18019","18089","17681","18014",
"연천군","집단가구[가구]","가구","38","29","25","29","29","35",
"연천군","외국인가구[가구]","가구","273","331","338","337","333","319",
"연천군","주택-계[호]","호","15179","16410","15931","15967","16111","17241",
"연천군","단독주택[호]","호","8938","9029","8938","8980","8863","8915",
"연천군","아파트[호]","호","3685","4741","4273","4291","4536","5469",
"연천군","연립주택[호]","호","1196","1196","1195","1177","1201","1198",
"연천군","다세대주택[호]","호","959","1060","1115","1116","1107","1252",
"연천군","비거주용 건물내 주택[호]","호","401","384","410","403","404","407",
"연천군","주택이외의 거처[호]","호","745","806","865","878","880","875",
"가평군","총인구[명]","명","58909","59391","59548","59957","59823","60233",
"가평군","남자[명]","명","29933","30121","30169","30404","30360","30708",
"가평군","여자[명]","명","28976","29270","29379","29553","29463","29525",
"가평군","내국인-계[명]","명","57614","58117","58297","58533","58294","58803",
"가평군","내국인-남자[명]","명","29356","29550","29642","29783","29676","30120",
"가평군","내국인-여자[명]","명","28258","28567","28655","28750","28618","28683",
"가평군","외국인-계[명]","명","1295","1274","1251","1424","1529","1430",
"가평군","외국인-남자[명]","명","577","571","527","621","684","588",
"가평군","외국인-여자[명]","명","718","703","724","803","845","842",
"가평군","가구-계[가구]","가구","23320","24017","24606","25133","25361","26056",
"가평군","일반가구[가구]","가구","22900","23628","24201","24724","24950","25652",
"가평군","집단가구[가구]","가구","74","45","51","53","54","47",
"가평군","외국인가구[가구]","가구","346","344","354","356","357","357",
"가평군","주택-계[호]","호","22546","23823","24390","25083","25995","26538",
"가평군","단독주택[호]","호","12882","13608","13960","14272","14613","14933",
"가평군","아파트[호]","호","4699","4883","4922","5132","5306","5262",
"가평군","연립주택[호]","호","1659","1717","1786","1826","1912","1971",
"가평군","다세대주택[호]","호","2643","2841","2936","3051","3339","3521",
"가평군","비거주용 건물내 주택[호]","호","663","774","786","802","825","851",
"가평군","주택이외의 거처[호]","호","1022","1043","1101","1167","1205","1208",
"양평군","총인구[명]","명","101930","105709","109359","111094","111836","113844",
"양평군","남자[명]","명","51301","53104","54876","55715","56004","56843",
"양평군","여자[명]","명","50629","52605","54483","55379","55832","57001",
"양평군","내국인-계[명]","명","100002","103717","107247","108781","109413","111574",
"양평군","내국인-남자[명]","명","50388","52190","53947","54695","54907","55892",
"양평군","내국인-여자[명]","명","49614","51527","53300","54086","54506","55682",
"양평군","외국인-계[명]","명","1928","1992","2112","2313","2423","2270",
"양평군","외국인-남자[명]","명","913","914","929","1020","1097","951",
"양평군","외국인-여자[명]","명","1015","1078","1183","1293","1326","1319",
"양평군","가구-계[가구]","가구","40191","41976","44218","45604","46539","48197",
"양평군","일반가구[가구]","가구","39523","41328","43538","44928","45895","47544",
"양평군","집단가구[가구]","가구","89","73","85","88","82","77",
"양평군","외국인가구[가구]","가구","579","575","595","588","562","576",
"양평군","주택-계[호]","호","36899","39449","41689","43550","45368","46517",
"양평군","단독주택[호]","호","26143","27008","28035","29196","30519","31432",
"양평군","아파트[호]","호","5784","6876","7686","7787","7851","7948",
"양평군","연립주택[호]","호","1281","1281","1267","1313","1437","1452",
"양평군","다세대주택[호]","호","2916","3510","3879","4414","4679","4783",
"양평군","비거주용 건물내 주택[호]","호","775","774","822","840","882","902",
"양평군","주택이외의 거처[호]","호","1505","1544","1638","1745","1745","1894",
"강원도","총인구[명]","명","1518040","1521751","1521386","1520391","1520127","1521763",
"강원도","남자[명]","명","768241","769461","769043","768604","767717","767674",
"강원도","여자[명]","명","749799","752290","752343","751787","752410","754089",
"강원도","내국인-계[명]","명","1499734","1502387","1500390","1496242","1493119","1497109",
"강원도","내국인-남자[명]","명","758601","759122","757764","755527","753098","754831",
"강원도","내국인-여자[명]","명","741133","743265","742626","740715","740021","742278",
"강원도","외국인-계[명]","명","18306","19364","20996","24149","27008","24654",
"강원도","외국인-남자[명]","명","9640","10339","11279","13077","14619","12843",
"강원도","외국인-여자[명]","명","8666","9025","9717","11072","12389","11811",
"강원도","가구-계[가구]","가구","611578","621943","627054","634847","641021","668479",
"강원도","일반가구[가구]","가구","606117","616346","620729","628484","633942","661039",
"강원도","집단가구[가구]","가구","788","563","671","671","637","595",
"강원도","외국인가구[가구]","가구","4673","5034","5654","5692","6442","6845",
"강원도","주택-계[호]","호","569899","575967","586383","603644","627376","644023",
"강원도","단독주택[호]","호","230825","232164","234791","236392","236397","237573",
"강원도","아파트[호]","호","297005","300788","307839","322796","346389","360950",
"강원도","연립주택[호]","호","20233","21012","21190","21373","20977","21471",
"강원도","다세대주택[호]","호","11037","11321","11632","12051","12336","12539",
"강원도","비거주용 건물내 주택[호]","호","10799","10682","10931","11032","11277","11490",
"강원도","주택이외의 거처[호]","호","12283","13890","15116","15940","16122","16804",
"읍부","총인구[명]","명","263480","262715","260460","259555","256203","253717",
"읍부","남자[명]","명","135749","134992","133729","133133","131052","129527",
"읍부","여자[명]","명","127731","127723","126731","126422","125151","124190",
"읍부","내국인-계[명]","명","259829","258876","256410","255141","251290","249253",
"읍부","내국인-남자[명]","명","133700","132841","131466","130673","128300","127143",
"읍부","내국인-여자[명]","명","126129","126035","124944","124468","122990","122110",
"읍부","외국인-계[명]","명","3651","3839","4050","4414","4913","4464",
"읍부","외국인-남자[명]","명","2049","2151","2263","2460","2752","2384",
"읍부","외국인-여자[명]","명","1602","1688","1787","1954","2161","2080",
"읍부","가구-계[가구]","가구","105877","106258","105787","106755","105531","109159",
"읍부","일반가구[가구]","가구","104800","105134","104594","105602","104357","108028",
"읍부","집단가구[가구]","가구","174","114","146","147","144","137",
"읍부","외국인가구[가구]","가구","903","1010","1047","1006","1030","994",
"읍부","주택-계[호]","호","99713","101902","104099","106303","107535","109598",
"읍부","단독주택[호]","호","47716","48172","48610","48618","48228","48358",
"읍부","아파트[호]","호","39704","41273","42742","44780","46108","47817",
"읍부","연립주택[호]","호","5968","6080","6182","6175","6244","6291",
"읍부","다세대주택[호]","호","3668","3809","3926","4074","4264","4383",
"읍부","비거주용 건물내 주택[호]","호","2657","2568","2639","2656","2691","2749",
"읍부","주택이외의 거처[호]","호","2750","2980","3151","3318","3279","3323",
"면부","총인구[명]","명","334016","336412","337821","342341","350394","353843",
"면부","남자[명]","명","173468","174756","175670","177964","181717","183190",
"면부","여자[명]","명","160548","161656","162151","164377","168677","170653",
"면부","내국인-계[명]","명","328183","330124","331231","334944","341959","346545",
"면부","내국인-남자[명]","명","170137","171052","171822","173722","176831","179136",
"면부","내국인-여자[명]","명","158046","159072","159409","161222","165128","167409",
"면부","외국인-계[명]","명","5833","6288","6590","7397","8435","7298",
"면부","외국인-남자[명]","명","3331","3704","3848","4242","4886","4054",
"면부","외국인-여자[명]","명","2502","2584","2742","3155","3549","3244",
"면부","가구-계[가구]","가구","141368","145159","145981","149778","152493","160604",
"면부","일반가구[가구]","가구","139646","143401","144031","147976","150561","158561",
"면부","집단가구[가구]","가구","317","240","273","277","265","232",
"면부","외국인가구[가구]","가구","1405","1518","1677","1525","1667","1811",
"면부","주택-계[호]","호","142371","145075","147556","154576","160192","166303",
"면부","단독주택[호]","호","106134","106707","108975","110683","111632","113156",
"면부","아파트[호]","호","27563","29076","29118","34228","38759","43113",
"면부","연립주택[호]","호","3040","3530","3539","3587","3586","3667",
"면부","다세대주택[호]","호","2391","2528","2615","2732","2784","2838",
"면부","비거주용 건물내 주택[호]","호","3243","3234","3309","3346","3431","3529",
"면부","주택이외의 거처[호]","호","4469","5035","5343","5714","5734","6072",
"동부","총인구[명]","명","920544","922624","923105","918495","913530","914203",
"동부","남자[명]","명","459024","459713","459644","457507","454948","454957",
"동부","여자[명]","명","461520","462911","463461","460988","458582","459246",
"동부","내국인-계[명]","명","911722","913387","912749","906157","899870","901311",
"동부","내국인-남자[명]","명","454764","455229","454476","451132","447967","448552",
"동부","내국인-여자[명]","명","456958","458158","458273","455025","451903","452759",
"동부","외국인-계[명]","명","8822","9237","10356","12338","13660","12892",
"동부","외국인-남자[명]","명","4260","4484","5168","6375","6981","6405",
"동부","외국인-여자[명]","명","4562","4753","5188","5963","6679","6487",
"동부","가구-계[가구]","가구","364333","370526","375286","378314","382997","398716",
"동부","일반가구[가구]","가구","361671","367811","372104","374906","379024","394450",
"동부","집단가구[가구]","가구","297","209","252","247","228","226",
"동부","외국인가구[가구]","가구","2365","2506","2930","3161","3745","4040",
"동부","주택-계[호]","호","327815","328990","334728","342765","359649","368122",
"동부","단독주택[호]","호","76975","77285","77206","77091","76537","76059",
"동부","아파트[호]","호","229738","230439","235979","243788","261522","270020",
"동부","연립주택[호]","호","11225","11402","11469","11611","11147","11513",
"동부","다세대주택[호]","호","4978","4984","5091","5245","5288","5318",
"동부","비거주용 건물내 주택[호]","호","4899","4880","4983","5030","5155","5212",
"동부","주택이외의 거처[호]","호","5064","5875","6622","6908","7109","7409",
"춘천시","총인구[명]","명","281596","283027","283742","284985","284753","284645",
"춘천시","남자[명]","명","138548","138962","139217","140158","140095","140439",
"춘천시","여자[명]","명","143048","144065","144525","144827","144658","144206",
"춘천시","내국인-계[명]","명","278014","279200","279284","279542","278878","279334",
"춘천시","내국인-남자[명]","명","136922","137190","137017","137288","137000","137695",
"춘천시","내국인-여자[명]","명","141092","142010","142267","142254","141878","141639",
"춘천시","외국인-계[명]","명","3582","3827","4458","5443","5875","5311",
"춘천시","외국인-남자[명]","명","1626","1772","2200","2870","3095","2744",
"춘천시","외국인-여자[명]","명","1956","2055","2258","2573","2780","2567",
"춘천시","가구-계[가구]","가구","108988","110745","112688","114370","115187","119722",
"춘천시","일반가구[가구]","가구","108027","109690","111347","112917","113550","118030",
"춘천시","집단가구[가구]","가구","120","83","98","93","95","95",
"춘천시","외국인가구[가구]","가구","841","972","1243","1360","1542","1597",
"춘천시","주택-계[호]","호","94142","93300","93649","94907","100791","103078",
"춘천시","단독주택[호]","호","26348","26352","26664","26945","27234","27257",
"춘천시","아파트[호]","호","63191","62371","62375","63321","68965","71262",
"춘천시","연립주택[호]","호","1890","1885","1889","1889","1803","1766",
"춘천시","다세대주택[호]","호","1361","1382","1389","1427","1431","1438",
"춘천시","비거주용 건물내 주택[호]","호","1352","1310","1332","1325","1358","1355",
"춘천시","주택이외의 거처[호]","호","1299","1376","1563","1944","2064","2136",
"원주시","총인구[명]","명","330854","337479","341338","344168","349319","352429",
"원주시","남자[명]","명","165595","168226","170450","171818","174245","174982",
"원주시","여자[명]","명","165259","169253","170888","172350","175074","177447",
"원주시","내국인-계[명]","명","327172","333667","337244","339635","344184","347768",
"원주시","내국인-남자[명]","명","163509","166114","168226","169333","171454","172587",
"원주시","내국인-여자[명]","명","163663","167553","169018","170302","172730","175181",
"원주시","외국인-계[명]","명","3682","3812","4094","4533","5135","4661",
"원주시","외국인-남자[명]","명","2086","2112","2224","2485","2791","2395",
"원주시","외국인-여자[명]","명","1596","1700","1870","2048","2344","2266",
"원주시","가구-계[가구]","가구","128086","132244","135792","138996","143720","151688",
"원주시","일반가구[가구]","가구","127095","131233","134649","137823","142352","150242",
"원주시","집단가구[가구]","가구","115","96","106","106","112","114",
"원주시","외국인가구[가구]","가구","876","915","1037","1067","1256","1332",
"원주시","주택-계[호]","호","116183","118305","121069","128037","137734","142591",
"원주시","단독주택[호]","호","28898","29286","29857","30172","30269","30362",
"원주시","아파트[호]","호","83784","85479","87557","94159","103631","108364",
"원주시","연립주택[호]","호","1147","1147","1171","1171","1172","1172",
"원주시","다세대주택[호]","호","1023","1061","1089","1127","1209","1206",
"원주시","비거주용 건물내 주택[호]","호","1331","1332","1395","1408","1453","1487",
"원주시","주택이외의 거처[호]","호","1964","2604","3031","2984","3150","3373",
"강릉시","총인구[명]","명","215677","215977","215914","215528","216357","216542",
"강릉시","남자[명]","명","108604","108852","108572","108495","108707","108540",
"강릉시","여자[명]","명","107073","107125","107342","107033","107650","108002",
"강릉시","내국인-계[명]","명","213553","213664","213552","212521","212865","213343",
"강릉시","내국인-남자[명]","명","107504","107611","107358","106924","106920","106927",
"강릉시","내국인-여자[명]","명","106049","106053","106194","105597","105945","106416",
"강릉시","외국인-계[명]","명","2124","2313","2362","3007","3492","3199",
"강릉시","외국인-남자[명]","명","1100","1241","1214","1571","1787","1613",
"강릉시","외국인-여자[명]","명","1024","1072","1148","1436","1705","1586",
"강릉시","가구-계[가구]","가구","87632","89302","90627","91378","93078","99109",
"강릉시","일반가구[가구]","가구","86937","88622","89874","90664","92093","98032",
"강릉시","집단가구[가구]","가구","108","80","104","116","105","83",
"강릉시","외국인가구[가구]","가구","587","600","649","598","880","994",
"강릉시","주택-계[호]","호","76837","77779","79769","81928","85780","87579",
"강릉시","단독주택[호]","호","29042","29175","29412","29558","29481","29549",
"강릉시","아파트[호]","호","42308","43061","44766","46480","50175","51631",
"강릉시","연립주택[호]","호","2593","2569","2584","2760","2919","3161",
"강릉시","다세대주택[호]","호","1262","1333","1350","1443","1470","1465",
"강릉시","비거주용 건물내 주택[호]","호","1632","1641","1657","1687","1735","1773",
"강릉시","주택이외의 거처[호]","호","1397","1697","1823","1895","1868","2024",
"동해시","총인구[명]","명","90255","89527","89151","87830","86780","87801",
"동해시","남자[명]","명","45712","45410","45347","44573","44086","44707",
"동해시","여자[명]","명","44543","44117","43804","43257","42694","43094",
"동해시","내국인-계[명]","명","89490","88752","88263","86773","85575","86570",
"동해시","내국인-남자[명]","명","45302","45010","44827","43941","43365","43965",
"동해시","내국인-여자[명]","명","44188","43742","43436","42832","42210","42605",
"동해시","외국인-계[명]","명","765","775","888","1057","1205","1231",
"동해시","외국인-남자[명]","명","410","400","520","632","721","742",
"동해시","외국인-여자[명]","명","355","375","368","425","484","489",
"동해시","가구-계[가구]","가구","36016","36237","36218","36358","36613","37871",
"동해시","일반가구[가구]","가구","35755","35990","35956","35984","36214","37427",
"동해시","집단가구[가구]","가구","28","16","24","25","23","22",
"동해시","외국인가구[가구]","가구","233","231","238","349","376","422",
"동해시","주택-계[호]","호","36526","36363","37245","38116","38906","41116",
"동해시","단독주택[호]","호","10719","10706","10668","10628","10461","10462",
"동해시","아파트[호]","호","22619","22254","23110","24012","24961","27155",
"동해시","연립주택[호]","호","1428","1635","1661","1655","1657","1657",
"동해시","다세대주택[호]","호","1116","1119","1145","1153","1152","1151",
"동해시","비거주용 건물내 주택[호]","호","644","649","661","668","675","691",
"동해시","주택이외의 거처[호]","호","603","657","697","727","679","689",
"태백시","총인구[명]","명","46715","45708","44733","43488","42474","41494",
"태백시","남자[명]","명","23689","23137","22638","21928","21366","20913",
"태백시","여자[명]","명","23026","22571","22095","21560","21108","20581",
"태백시","내국인-계[명]","명","46400","45421","44421","43148","42106","41139",
"태백시","내국인-남자[명]","명","23580","23035","22522","21816","21259","20823",
"태백시","내국인-여자[명]","명","22820","22386","21899","21332","20847","20316",
"태백시","외국인-계[명]","명","315","287","312","340","368","355",
"태백시","외국인-남자[명]","명","109","102","116","112","107","90",
"태백시","외국인-여자[명]","명","206","185","196","228","261","265",
"태백시","가구-계[가구]","가구","19303","19474","18979","18763","18640","18688",
"태백시","일반가구[가구]","가구","19192","19380","18886","18663","18536","18586",
"태백시","집단가구[가구]","가구","32","21","24","18","20","21",
"태백시","외국인가구[가구]","가구","79","73","69","82","84","81",
"태백시","주택-계[호]","호","20913","21231","21179","20981","20595","20504",
"태백시","단독주택[호]","호","6214","6222","6144","6052","5965","5879",
"태백시","아파트[호]","호","10971","11297","11297","11297","11525","11516",
"태백시","연립주택[호]","호","3170","3170","3169","3061","2553","2537",
"태백시","다세대주택[호]","호","146","146","168","164","145","159",
"태백시","비거주용 건물내 주택[호]","호","412","396","401","407","407","413",
"태백시","주택이외의 거처[호]","호","330","381","347","357","377","387",
"속초시","총인구[명]","명","79846","79109","78618","78312","78643","80054",
"속초시","남자[명]","명","39482","39191","38962","38834","39015","39893",
"속초시","여자[명]","명","40364","39918","39656","39478","39628","40161",
"속초시","내국인-계[명]","명","78682","78039","77447","76966","77209","78622",
"속초시","내국인-남자[명]","명","38792","38531","38259","38026","38163","39068",
"속초시","내국인-여자[명]","명","39890","39508","39188","38940","39046","39554",
"속초시","외국인-계[명]","명","1164","1070","1171","1346","1434","1432",
"속초시","외국인-남자[명]","명","690","660","703","808","852","825",
"속초시","외국인-여자[명]","명","474","410","468","538","582","607",
"속초시","가구-계[가구]","가구","33004","33123","33441","33961","34550","35922",
"속초시","일반가구[가구]","가구","32659","32809","33111","33623","34213","35551",
"속초시","집단가구[가구]","가구","28","25","25","28","19","19",
"속초시","외국인가구[가구]","가구","317","289","305","310","318","352",
"속초시","주택-계[호]","호","32089","32434","33323","34269","36090","37736",
"속초시","단독주택[호]","호","8520","8581","8566","8575","8544","8444",
"속초시","아파트[호]","호","21161","21433","22296","23139","24949","26482",
"속초시","연립주택[호]","호","1405","1405","1405","1478","1497","1691",
"속초시","다세대주택[호]","호","439","439","462","475","483","495",
"속초시","비거주용 건물내 주택[호]","호","564","576","594","602","617","624",
"속초시","주택이외의 거처[호]","호","1029","992","1012","1005","962","930",
"삼척시","총인구[명]","명","69509","69364","67860","67881","67210","65939",
"삼척시","남자[명]","명","35953","35916","35066","35175","34827","34186",
"삼척시","여자[명]","명","33556","33448","32794","32706","32383","31753",
"삼척시","내국인-계[명]","명","68784","68544","66928","66928","66197","65005",
"삼척시","내국인-남자[명]","명","35551","35457","34542","34644","34244","33644",
"삼척시","내국인-여자[명]","명","33233","33087","32386","32284","31953","31361",
"삼척시","외국인-계[명]","명","725","820","932","953","1013","934",
"삼척시","외국인-남자[명]","명","402","459","524","531","583","542",
"삼척시","외국인-여자[명]","명","323","361","408","422","430","392",
"삼척시","가구-계[가구]","가구","29071","29453","29072","29712","29615","31016",
"삼척시","일반가구[가구]","가구","28852","29243","28828","29470","29361","30764",
"삼척시","집단가구[가구]","가구","51","27","31","34","35","28",
"삼척시","외국인가구[가구]","가구","168","183","213","208","219","224",
"삼척시","주택-계[호]","호","29471","29329","29323","30944","30699","30818",
"삼척시","단독주택[호]","호","14023","13886","13760","13661","13381","13328",
"삼척시","아파트[호]","호","12607","12477","12596","14265","14268","14368",
"삼척시","연립주택[호]","호","1477","1577","1555","1563","1565","1606",
"삼척시","다세대주택[호]","호","864","864","876","907","920","931",
"삼척시","비거주용 건물내 주택[호]","호","500","525","536","548","565","585",
"삼척시","주택이외의 거처[호]","호","564","592","614","632","601","632",
"홍천군","총인구[명]","명","67190","66791","67168","67177","66634","66587",
"홍천군","남자[명]","명","34285","34113","34331","34347","34090","34176",
"홍천군","여자[명]","명","32905","32678","32837","32830","32544","32411",
