"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"완주군","외국인-계[명]","명","2474","2554","2905","4126","4713","4286",
"완주군","외국인-남자[명]","명","1361","1394","1622","2399","2751","2511",
"완주군","외국인-여자[명]","명","1113","1160","1283","1727","1962","1775",
"완주군","가구-계[가구]","가구","36587","38464","38859","38744","38453","39629",
"완주군","일반가구[가구]","가구","35902","37708","38051","37860","37510","38551",
"완주군","집단가구[가구]","가구","63","58","65","68","67","66",
"완주군","외국인가구[가구]","가구","622","698","743","816","876","1012",
"완주군","주택-계[호]","호","35124","35971","37053","37427","37782","38905",
"완주군","단독주택[호]","호","18260","19057","19431","19468","19470","19448",
"완주군","아파트[호]","호","15884","15884","16529","16852","17143","18233",
"완주군","연립주택[호]","호","225","243","268","280","304","306",
"완주군","다세대주택[호]","호","428","444","455","451","480","520",
"완주군","비거주용 건물내 주택[호]","호","327","343","370","376","385","398",
"완주군","주택이외의 거처[호]","호","1007","1140","1244","1301","1323","1393",
"진안군","총인구[명]","명","22886","22847","22998","23306","23013","23380",
"진안군","남자[명]","명","11158","11295","11388","11594","11446","11664",
"진안군","여자[명]","명","11728","11552","11610","11712","11567","11716",
"진안군","내국인-계[명]","명","22557","22473","22582","22874","22501","22924",
"진안군","내국인-남자[명]","명","11042","11139","11225","11428","11245","11487",
"진안군","내국인-여자[명]","명","11515","11334","11357","11446","11256","11437",
"진안군","외국인-계[명]","명","329","374","416","432","512","456",
"진안군","외국인-남자[명]","명","116","156","163","166","201","177",
"진안군","외국인-여자[명]","명","213","218","253","266","311","279",
"진안군","가구-계[가구]","가구","10060","10098","10332","10480","10460","10774",
"진안군","일반가구[가구]","가구","9932","9981","10211","10374","10348","10674",
"진안군","집단가구[가구]","가구","17","12","10","13","11","12",
"진안군","외국인가구[가구]","가구","111","105","111","93","101","88",
"진안군","주택-계[호]","호","10096","10223","10400","10558","10724","10908",
"진안군","단독주택[호]","호","8647","8747","8881","8944","9058","9133",
"진안군","아파트[호]","호","944","944","944","970","971","1071",
"진안군","연립주택[호]","호","365","385","409","479","535","535",
"진안군","다세대주택[호]","호","26","26","26","26","26","26",
"진안군","비거주용 건물내 주택[호]","호","114","121","140","139","134","143",
"진안군","주택이외의 거처[호]","호","470","434","500","525","498","513",
"무주군","총인구[명]","명","23408","23129","23195","23058","22852","22678",
"무주군","남자[명]","명","11503","11416","11478","11436","11323","11177",
"무주군","여자[명]","명","11905","11713","11717","11622","11529","11501",
"무주군","내국인-계[명]","명","23146","22858","22912","22742","22522","22385",
"무주군","내국인-남자[명]","명","11422","11329","11382","11334","11221","11098",
"무주군","내국인-여자[명]","명","11724","11529","11530","11408","11301","11287",
"무주군","외국인-계[명]","명","262","271","283","316","330","293",
"무주군","외국인-남자[명]","명","81","87","96","102","102","79",
"무주군","외국인-여자[명]","명","181","184","187","214","228","214",
"무주군","가구-계[가구]","가구","10038","10069","10218","10325","10366","10539",
"무주군","일반가구[가구]","가구","9948","9988","10140","10251","10296","10469",
"무주군","집단가구[가구]","가구","19","10","15","14","16","11",
"무주군","외국인가구[가구]","가구","71","71","63","60","54","59",
"무주군","주택-계[호]","호","10592","10821","10875","10895","10940","11195",
"무주군","단독주택[호]","호","8802","8795","8872","8903","8946","8983",
"무주군","아파트[호]","호","1195","1445","1405","1392","1392","1603",
"무주군","연립주택[호]","호","189","189","189","189","190","190",
"무주군","다세대주택[호]","호","216","217","235","237","238","239",
"무주군","비거주용 건물내 주택[호]","호","190","175","174","174","174","180",
"무주군","주택이외의 거처[호]","호","350","380","403","449","457","453",
"장수군","총인구[명]","명","21620","21607","21395","21281","21267","20879",
"장수군","남자[명]","명","10634","10643","10544","10526","10544","10377",
"장수군","여자[명]","명","10986","10964","10851","10755","10723","10502",
"장수군","내국인-계[명]","명","21168","21140","20935","20780","20740","20383",
"장수군","내국인-남자[명]","명","10425","10423","10326","10287","10303","10171",
"장수군","내국인-여자[명]","명","10743","10717","10609","10493","10437","10212",
"장수군","외국인-계[명]","명","452","467","460","501","527","496",
"장수군","외국인-남자[명]","명","209","220","218","239","241","206",
"장수군","외국인-여자[명]","명","243","247","242","262","286","290",
"장수군","가구-계[가구]","가구","9117","9172","9221","9330","9371","9497",
"장수군","일반가구[가구]","가구","8975","9041","9094","9213","9248","9383",
"장수군","집단가구[가구]","가구","16","13","13","11","12","11",
"장수군","외국인가구[가구]","가구","126","118","114","106","111","103",
"장수군","주택-계[호]","호","9322","9368","9370","9468","9531","9555",
"장수군","단독주택[호]","호","8069","8115","8126","8136","8086","8105",
"장수군","아파트[호]","호","614","614","614","704","804","804",
"장수군","연립주택[호]","호","298","322","322","322","334","334",
"장수군","다세대주택[호]","호","133","133","133","133","133","133",
"장수군","비거주용 건물내 주택[호]","호","208","184","175","173","174","179",
"장수군","주택이외의 거처[호]","호","298","293","329","373","358","399",
"임실군","총인구[명]","명","25935","26229","26409","26377","26144","26075",
"임실군","남자[명]","명","12791","13131","13256","13238","13099","13179",
"임실군","여자[명]","명","13144","13098","13153","13139","13045","12896",
"임실군","내국인-계[명]","명","25568","25814","25950","25900","25664","25666",
"임실군","내국인-남자[명]","명","12625","12943","13045","13040","12893","13030",
"임실군","내국인-여자[명]","명","12943","12871","12905","12860","12771","12636",
"임실군","외국인-계[명]","명","367","415","459","477","480","409",
"임실군","외국인-남자[명]","명","166","188","211","198","206","149",
"임실군","외국인-여자[명]","명","201","227","248","279","274","260",
"임실군","가구-계[가구]","가구","11459","11799","11980","12055","12093","12380",
"임실군","일반가구[가구]","가구","11347","11691","11852","11940","11985","12288",
"임실군","집단가구[가구]","가구","19","7","8","13","12","13",
"임실군","외국인가구[가구]","가구","93","101","120","102","96","79",
"임실군","주택-계[호]","호","12617","12701","12571","12679","12843","12830",
"임실군","단독주택[호]","호","10876","10794","10752","10632","10620","10592",
"임실군","아파트[호]","호","1246","1409","1326","1556","1723","1744",
"임실군","연립주택[호]","호","175","175","175","175","175","175",
"임실군","다세대주택[호]","호","173","187","187","187","193","184",
"임실군","비거주용 건물내 주택[호]","호","147","136","131","129","132","135",
"임실군","주택이외의 거처[호]","호","403","356","407","390","401","450",
"순창군","총인구[명]","명","26707","26814","27017","27136","26642","26598",
"순창군","남자[명]","명","12779","12799","12875","12961","12782","12784",
"순창군","여자[명]","명","13928","14015","14142","14175","13860","13814",
"순창군","내국인-계[명]","명","26309","26416","26606","26699","26115","26111",
"순창군","내국인-남자[명]","명","12614","12648","12724","12810","12579","12612",
"순창군","내국인-여자[명]","명","13695","13768","13882","13889","13536","13499",
"순창군","외국인-계[명]","명","398","398","411","437","527","487",
"순창군","외국인-남자[명]","명","165","151","151","151","203","172",
"순창군","외국인-여자[명]","명","233","247","260","286","324","315",
"순창군","가구-계[가구]","가구","11562","11566","11616","11674","11586","11750",
"순창군","일반가구[가구]","가구","11440","11464","11518","11577","11476","11647",
"순창군","집단가구[가구]","가구","21","11","13","13","13","17",
"순창군","외국인가구[가구]","가구","101","91","85","84","97","86",
"순창군","주택-계[호]","호","12540","12400","12596","12817","12943","13135",
"순창군","단독주택[호]","호","10808","10698","10873","10895","10916","10980",
"순창군","아파트[호]","호","1162","1162","1162","1328","1403","1529",
"순창군","연립주택[호]","호","220","220","236","265","295","295",
"순창군","다세대주택[호]","호","159","159","159","159","159","159",
"순창군","비거주용 건물내 주택[호]","호","191","161","166","170","170","172",
"순창군","주택이외의 거처[호]","호","319","352","376","399","387","393",
"고창군","총인구[명]","명","55665","55326","54947","54425","53260","52608",
"고창군","남자[명]","명","27464","27440","27298","27004","26405","26092",
"고창군","여자[명]","명","28201","27886","27649","27421","26855","26516",
"고창군","내국인-계[명]","명","54621","54211","53781","53104","51850","51340",
"고창군","내국인-남자[명]","명","26921","26851","26685","26326","25664","25464",
"고창군","내국인-여자[명]","명","27700","27360","27096","26778","26186","25876",
"고창군","외국인-계[명]","명","1044","1115","1166","1321","1410","1268",
"고창군","외국인-남자[명]","명","543","589","613","678","741","628",
"고창군","외국인-여자[명]","명","501","526","553","643","669","640",
"고창군","가구-계[가구]","가구","23785","23832","23960","23985","23874","23845",
"고창군","일반가구[가구]","가구","23468","23505","23614","23647","23540","23512",
"고창군","집단가구[가구]","가구","40","22","29","28","27","28",
"고창군","외국인가구[가구]","가구","277","305","317","310","307","305",
"고창군","주택-계[호]","호","24355","24268","24649","24875","25219","25269",
"고창군","단독주택[호]","호","19565","19482","19486","19552","19632","19577",
"고창군","아파트[호]","호","3503","3483","3761","3761","3823","3631",
"고창군","연립주택[호]","호","624","654","702","841","1005","1299",
"고창군","다세대주택[호]","호","313","313","343","356","384","384",
"고창군","비거주용 건물내 주택[호]","호","350","336","357","365","375","378",
"고창군","주택이외의 거처[호]","호","596","735","789","859","853","887",
"부안군","총인구[명]","명","52091","51855","51249","50501","49733","49326",
"부안군","남자[명]","명","25620","25638","25399","25097","24795","24551",
"부안군","여자[명]","명","26471","26217","25850","25404","24938","24775",
"부안군","내국인-계[명]","명","51139","50921","50336","49481","48508","48247",
"부안군","내국인-남자[명]","명","25188","25202","24971","24624","24124","23970",
"부안군","내국인-여자[명]","명","25951","25719","25365","24857","24384","24277",
"부안군","외국인-계[명]","명","952","934","913","1020","1225","1079",
"부안군","외국인-남자[명]","명","432","436","428","473","671","581",
"부안군","외국인-여자[명]","명","520","498","485","547","554","498",
"부안군","가구-계[가구]","가구","22712","22656","22623","22485","22280","22591",
"부안군","일반가구[가구]","가구","22497","22445","22419","22270","22026","22351",
"부안군","집단가구[가구]","가구","19","16","17","23","27","24",
"부안군","외국인가구[가구]","가구","196","195","187","192","227","216",
"부안군","주택-계[호]","호","23661","23504","23673","23598","23755","24541",
"부안군","단독주택[호]","호","17985","17674","17723","17646","17544","17469",
"부안군","아파트[호]","호","4679","4679","4679","4679","4924","5747",
"부안군","연립주택[호]","호","261","305","349","350","350","350",
"부안군","다세대주택[호]","호","332","376","435","442","448","477",
"부안군","비거주용 건물내 주택[호]","호","404","470","487","481","489","498",
"부안군","주택이외의 거처[호]","호","783","812","840","908","921","917",
"전라남도","총인구[명]","명","1799044","1796017","1792319","1790352","1787543","1788807",
"전라남도","남자[명]","명","900967","901500","899077","900154","901813","903281",
"전라남도","여자[명]","명","898077","894517","893242","890198","885730","885526",
"전라남도","내국인-계[명]","명","1764433","1759387","1755107","1747832","1739765","1743571",
"전라남도","내국인-남자[명]","명","879860","879099","876537","874149","872070","875732",
"전라남도","내국인-여자[명]","명","884573","880288","878570","873683","867695","867839",
"전라남도","외국인-계[명]","명","34611","36630","37212","42520","47778","45236",
"전라남도","외국인-남자[명]","명","21107","22401","22540","26005","29743","27549",
"전라남도","외국인-여자[명]","명","13504","14229","14672","16515","18035","17687",
"전라남도","가구-계[가구]","가구","730743","737423","743942","747681","751965","772660",
"전라남도","일반가구[가구]","가구","720612","727197","733757","737406","741026","761518",
"전라남도","집단가구[가구]","가구","933","713","826","894","904","896",
"전라남도","외국인가구[가구]","가구","9198","9513","9359","9381","10035","10246",
"전라남도","주택-계[호]","호","747621","755044","766231","777966","787816","802043",
"전라남도","단독주택[호]","호","404904","402185","403976","403583","401717","402046",
"전라남도","아파트[호]","호","306661","316137","324257","335966","346990","359690",
"전라남도","연립주택[호]","호","14187","14740","15104","15241","15651","16463",
"전라남도","다세대주택[호]","호","9915","10258","10440","10641","10787","10955",
"전라남도","비거주용 건물내 주택[호]","호","11954","11724","12454","12535","12671","12889",
"전라남도","주택이외의 거처[호]","호","20253","21394","22955","24001","24484","26971",
"읍부","총인구[명]","명","432653","431532","430043","431659","434488","439764",
"읍부","남자[명]","명","217593","217441","216052","217200","219553","221991",
"읍부","여자[명]","명","215060","214091","213991","214459","214935","217773",
"읍부","내국인-계[명]","명","420611","419207","418479","418948","419627","425403",
"읍부","내국인-남자[명]","명","209672","209425","208861","209182","209944","212921",
"읍부","내국인-여자[명]","명","210939","209782","209618","209766","209683","212482",
"읍부","외국인-계[명]","명","12042","12325","11564","12711","14861","14361",
"읍부","외국인-남자[명]","명","7921","8016","7191","8018","9609","9070",
"읍부","외국인-여자[명]","명","4121","4309","4373","4693","5252","5291",
"읍부","가구-계[가구]","가구","170009","171743","173154","174627","177009","184223",
"읍부","일반가구[가구]","가구","166326","168049","169617","171154","173081","180222",
"읍부","집단가구[가구]","가구","284","235","269","290","307","283",
"읍부","외국인가구[가구]","가구","3399","3459","3268","3183","3621","3718",
"읍부","주택-계[호]","호","167957","169331","172980","176698","180666","186168",
"읍부","단독주택[호]","호","85175","84627","85147","85018","84448","84524",
"읍부","아파트[호]","호","69735","71207","73831","77418","81663","86839",
"읍부","연립주택[호]","호","5795","6146","6291","6374","6543","6699",
"읍부","다세대주택[호]","호","3907","4034","4115","4255","4315","4340",
"읍부","비거주용 건물내 주택[호]","호","3345","3317","3596","3633","3697","3766",
"읍부","주택이외의 거처[호]","호","5642","6082","6588","6980","7257","8588",
"면부","총인구[명]","명","584676","577515","576744","575168","572417","569084",
"면부","남자[명]","명","287442","285353","285396","286095","286705","285621",
"면부","여자[명]","명","297234","292162","291348","289073","285712","283463",
"면부","내국인-계[명]","명","571318","563021","561468","557641","553321","551609",
"면부","내국인-남자[명]","명","279318","276330","275696","274800","274216","274353",
"면부","내국인-여자[명]","명","292000","286691","285772","282841","279105","277256",
"면부","외국인-계[명]","명","13358","14494","15276","17527","19096","17475",
"면부","외국인-남자[명]","명","8124","9023","9700","11295","12489","11268",
"면부","외국인-여자[명]","명","5234","5471","5576","6232","6607","6207",
"면부","가구-계[가구]","가구","260896","259878","261187","261474","260916","265354",
"면부","일반가구[가구]","가구","257150","256031","257234","257504","256981","261444",
"면부","집단가구[가구]","가구","362","278","343","364","351","370",
"면부","외국인가구[가구]","가구","3384","3569","3610","3606","3584","3540",
"면부","주택-계[호]","호","283343","281523","285275","287224","288109","289791",
"면부","단독주택[호]","호","253121","251192","252823","252565","251602","252134",
"면부","아파트[호]","호","24571","24602","26348","28497","30225","31254",
"면부","연립주택[호]","호","1739","1876","1917","1968","2072","2071",
"면부","다세대주택[호]","호","1166","1201","1193","1195","1217","1226",
"면부","비거주용 건물내 주택[호]","호","2746","2652","2994","2999","2993","3106",
"면부","주택이외의 거처[호]","호","7282","7556","8071","8752","8969","9665",
"동부","총인구[명]","명","781715","786970","785532","783525","780638","779959",
"동부","남자[명]","명","395932","398706","397629","396859","395555","395669",
"동부","여자[명]","명","385783","388264","387903","386666","385083","384290",
"동부","내국인-계[명]","명","772504","777159","775160","771243","766817","766559",
"동부","내국인-남자[명]","명","390870","393344","391980","390167","387910","388458",
"동부","내국인-여자[명]","명","381634","383815","383180","381076","378907","378101",
"동부","외국인-계[명]","명","9211","9811","10372","12282","13821","13400",
"동부","외국인-남자[명]","명","5062","5362","5649","6692","7645","7211",
"동부","외국인-여자[명]","명","4149","4449","4723","5590","6176","6189",
"동부","가구-계[가구]","가구","299838","305802","309601","311580","314040","323083",
"동부","일반가구[가구]","가구","297136","303117","306906","308748","310964","319852",
"동부","집단가구[가구]","가구","287","200","214","240","246","243",
"동부","외국인가구[가구]","가구","2415","2485","2481","2592","2830","2988",
"동부","주택-계[호]","호","296321","304190","307976","314044","319041","326084",
"동부","단독주택[호]","호","66608","66366","66006","66000","65667","65388",
"동부","아파트[호]","호","212355","220328","224078","230051","235102","241597",
"동부","연립주택[호]","호","6653","6718","6896","6899","7036","7693",
"동부","다세대주택[호]","호","4842","5023","5132","5191","5255","5389",
"동부","비거주용 건물내 주택[호]","호","5863","5755","5864","5903","5981","6017",
"동부","주택이외의 거처[호]","호","7329","7756","8296","8269","8258","8718",
"목포시","총인구[명]","명","239524","237484","233948","231798","228876","224509",
"목포시","남자[명]","명","120500","119424","117464","116258","114854","112446",
"목포시","여자[명]","명","119024","118060","116484","115540","114022","112063",
"목포시","내국인-계[명]","명","236328","234221","230562","227791","224344","220195",
"목포시","내국인-남자[명]","명","118711","117588","115566","114006","112269","109988",
"목포시","내국인-여자[명]","명","117617","116633","114996","113785","112075","110207",
"목포시","외국인-계[명]","명","3196","3263","3386","4007","4532","4314",
"목포시","외국인-남자[명]","명","1789","1836","1898","2252","2585","2458",
"목포시","외국인-여자[명]","명","1407","1427","1488","1755","1947","1856",
"목포시","가구-계[가구]","가구","93875","94425","94056","94035","93916","95492",
"목포시","일반가구[가구]","가구","92743","93334","93016","93021","92846","94391",
"목포시","집단가구[가구]","가구","113","72","65","79","81","83",
"목포시","외국인가구[가구]","가구","1019","1019","975","935","989","1018",
"목포시","주택-계[호]","호","87463","88455","88762","90101","91490","94332",
"목포시","단독주택[호]","호","21976","21717","21553","21494","21405","21281",
"목포시","아파트[호]","호","60660","61835","62309","63695","65121","67995",
"목포시","연립주택[호]","호","1405","1454","1485","1486","1506","1597",
"목포시","다세대주택[호]","호","1769","1810","1803","1804","1812","1820",
"목포시","비거주용 건물내 주택[호]","호","1653","1639","1612","1622","1646","1639",
"목포시","주택이외의 거처[호]","호","3571","3600","3761","3659","3506","3334",
"여수시","총인구[명]","명","273761","273925","271741","270947","270283","271505",
"여수시","남자[명]","명","139565","140153","139146","139229","139231","140228",
"여수시","여자[명]","명","134196","133772","132595","131718","131052","131277",
"여수시","내국인-계[명]","명","269352","269252","266758","265136","263850","265300",
"여수시","내국인-남자[명]","명","136598","136960","135690","135138","134667","135970",
"여수시","내국인-여자[명]","명","132754","132292","131068","129998","129183","129330",
"여수시","외국인-계[명]","명","4409","4673","4983","5811","6433","6205",
"여수시","외국인-남자[명]","명","2967","3193","3456","4091","4564","4258",
"여수시","외국인-여자[명]","명","1442","1480","1527","1720","1869","1947",
"여수시","가구-계[가구]","가구","107374","108685","109332","110064","110825","113780",
"여수시","일반가구[가구]","가구","106355","107641","108207","108824","109473","112397",
"여수시","집단가구[가구]","가구","102","79","91","103","96","95",
"여수시","외국인가구[가구]","가구","917","965","1034","1137","1256","1288",
"여수시","주택-계[호]","호","108842","108843","110027","110826","112752","113941",
"여수시","단독주택[호]","호","38123","38167","38080","38211","38168","38184",
"여수시","아파트[호]","호","65581","65574","66752","67380","69258","69791",
"여수시","연립주택[호]","호","1216","1216","1240","1237","1235","1678",
"여수시","다세대주택[호]","호","1436","1436","1466","1491","1546","1689",
"여수시","비거주용 건물내 주택[호]","호","2486","2450","2489","2507","2545","2599",
"여수시","주택이외의 거처[호]","호","1408","1441","1629","1672","1789","2209",
"순천시","총인구[명]","명","265390","266519","266809","268284","270202","272449",
"순천시","남자[명]","명","132329","132865","132657","133555","134542","136023",
"순천시","여자[명]","명","133061","133654","134152","134729","135660","136426",
"순천시","내국인-계[명]","명","263383","264441","264677","265788","267315","269708",
"순천시","내국인-남자[명]","명","131450","131966","131712","132411","133190","134826",
"순천시","내국인-여자[명]","명","131933","132475","132965","133377","134125","134882",
"순천시","외국인-계[명]","명","2007","2078","2132","2496","2887","2741",
"순천시","외국인-남자[명]","명","879","899","945","1144","1352","1197",
"순천시","외국인-여자[명]","명","1128","1179","1187","1352","1535","1544",
"순천시","가구-계[가구]","가구","100525","101945","103391","105177","107128","110833",
"순천시","일반가구[가구]","가구","99899","101344","102801","104561","106414","110112",
"순천시","집단가구[가구]","가구","79","56","68","69","76","69",
"순천시","외국인가구[가구]","가구","547","545","522","547","638","652",
"순천시","주택-계[호]","호","102667","103945","105665","108721","111831","113964",
"순천시","단독주택[호]","호","32496","32294","32463","32392","32301","32228",
"순천시","아파트[호]","호","65853","67245","68531","71612","74653","76707",
"순천시","연립주택[호]","호","1270","1286","1410","1415","1541","1672",
"순천시","다세대주택[호]","호","1260","1400","1486","1519","1532","1541",
"순천시","비거주용 건물내 주택[호]","호","1788","1720","1775","1783","1804","1816",
"순천시","주택이외의 거처[호]","호","1672","1861","1940","1922","1915","1990",
"나주시","총인구[명]","명","92582","98221","105579","109862","112101","113293",
"나주시","남자[명]","명","46188","48778","52440","54658","55881","56528",
"나주시","여자[명]","명","46394","49443","53139","55204","56220","56765",
"나주시","내국인-계[명]","명","90087","95358","102467","106246","108239","109639",
"나주시","내국인-남자[명]","명","44768","47116","50692","52655","53686","54506",
"나주시","내국인-여자[명]","명","45319","48242","51775","53591","54553","55133",
"나주시","외국인-계[명]","명","2495","2863","3112","3616","3862","3654",
"나주시","외국인-남자[명]","명","1420","1662","1748","2003","2195","2022",
"나주시","외국인-여자[명]","명","1075","1201","1364","1613","1667","1632",
"나주시","가구-계[가구]","가구","38639","41344","44766","46527","47649","49264",
"나주시","일반가구[가구]","가구","38085","40683","44119","45864","46928","48497",
"나주시","집단가구[가구]","가구","66","54","63","72","74","76",
"나주시","외국인가구[가구]","가구","488","607","584","591","647","691",
"나주시","주택-계[호]","호","42150","45692","48326","52942","53024","54524",
"나주시","단독주택[호]","호","24921","24519","24589","24531","24423","24431",
"나주시","아파트[호]","호","15865","19780","22308","26977","27149","28627",
"나주시","연립주택[호]","호","430","479","479","479","479","479",
"나주시","다세대주택[호]","호","522","522","522","522","522","522",
"나주시","비거주용 건물내 주택[호]","호","412","392","428","433","451","465",
"나주시","주택이외의 거처[호]","호","2078","2282","2523","2639","2777","3017",
"광양시","총인구[명]","명","144414","144364","144010","144027","143656","143928",
"광양시","남자[명]","명","74195","74452","74408","74530","74523","75009",
"광양시","여자[명]","명","70219","69912","69602","69497","69133","68919",
"광양시","내국인-계[명]","명","142711","142563","142218","141986","141404","141724",
"광양시","내국인-남자[명]","명","73315","73591","73559","73610","73488","74057",
"광양시","내국인-여자[명]","명","69396","68972","68659","68376","67916","67667",
"광양시","외국인-계[명]","명","1703","1801","1792","2041","2252","2204",
"광양시","외국인-남자[명]","명","880","861","849","920","1035","952",
"광양시","외국인-여자[명]","명","823","940","943","1121","1217","1252",
"광양시","가구-계[가구]","가구","54590","55111","55668","56254","56685","58325",
"광양시","일반가구[가구]","가구","54018","54550","55138","55698","56134","57752",
"광양시","집단가구[가구]","가구","63","45","54","53","49","45",
"광양시","외국인가구[가구]","가구","509","516","476","503","502","528",
"광양시","주택-계[호]","호","57939","59402","59981","60122","60427","60548",
"광양시","단독주택[호]","호","14077","14006","13936","13892","13743","13809",
"광양시","아파트[호]","호","39222","40720","41344","41502","41920","41969",
"광양시","연립주택[호]","호","2981","2981","2981","2981","2981","2980",
"광양시","다세대주택[호]","호","734","792","792","808","826","828",
"광양시","비거주용 건물내 주택[호]","호","925","903","928","939","957","962",
"광양시","주택이외의 거처[호]","호","853","866","996","1044","1053","1137",
"담양군","총인구[명]","명","43634","43519","43781","43749","43804","44201",
"담양군","남자[명]","명","21499","21482","21631","21648","21950","22115",
"담양군","여자[명]","명","22135","22037","22150","22101","21854","22086",
"담양군","내국인-계[명]","명","42532","42302","42518","42347","42345","42876",
"담양군","내국인-남자[명]","명","20893","20834","20952","20908","21207","21477",
"담양군","내국인-여자[명]","명","21639","21468","21566","21439","21138","21399",
"담양군","외국인-계[명]","명","1102","1217","1263","1402","1459","1325",
"담양군","외국인-남자[명]","명","606","648","679","740","743","638",
"담양군","외국인-여자[명]","명","496","569","584","662","716","687",
"담양군","가구-계[가구]","가구","17480","17458","17875","18047","17974","18333",
"담양군","일반가구[가구]","가구","17134","17109","17545","17730","17663","18034",
"담양군","집단가구[가구]","가구","42","32","37","38","36","35",
"담양군","외국인가구[가구]","가구","304","317","293","279","275","264",
"담양군","주택-계[호]","호","17050","17122","17996","18144","18299","18485",
"담양군","단독주택[호]","호","15252","15273","15479","15569","15667","15754",
"담양군","아파트[호]","호","1217","1217","1797","1826","1854","1854",
"담양군","연립주택[호]","호","99","131","147","169","191","267",
"담양군","다세대주택[호]","호","251","277","271","271","272","276",
"담양군","비거주용 건물내 주택[호]","호","231","224","302","309","315","334",
"담양군","주택이외의 거처[호]","호","788","822","854","903","895","945",
"곡성군","총인구[명]","명","28617","28718","28768","28116","27858","27349",
"곡성군","남자[명]","명","13764","13938","13927","13619","13690","13421",
"곡성군","여자[명]","명","14853","14780","14841","14497","14168","13928",
"곡성군","내국인-계[명]","명","28151","28256","28260","27470","27151","26691",
"곡성군","내국인-남자[명]","명","13528","13712","13653","13262","13296","13060",
"곡성군","내국인-여자[명]","명","14623","14544","14607","14208","13855","13631",
"곡성군","외국인-계[명]","명","466","462","508","646","707","658",
"곡성군","외국인-남자[명]","명","236","226","274","357","394","361",
"곡성군","외국인-여자[명]","명","230","236","234","289","313","297",
"곡성군","가구-계[가구]","가구","12457","12840","12964","12672","12779","12833",
"곡성군","일반가구[가구]","가구","12344","12721","12810","12464","12630","12689",
"곡성군","집단가구[가구]","가구","25","22","27","23","24","24",
"곡성군","외국인가구[가구]","가구","88","97","127","185","125","120",
"곡성군","주택-계[호]","호","13087","13196","13271","13361","13484","13488",
"곡성군","단독주택[호]","호","11528","11536","11584","11599","11595","11511",
"곡성군","아파트[호]","호","1016","1016","1016","1040","1162","1234",
"곡성군","연립주택[호]","호","199","298","298","342","342","354",
"곡성군","다세대주택[호]","호","183","183","183","191","191","191",
"곡성군","비거주용 건물내 주택[호]","호","161","163","190","189","194","198",
"곡성군","주택이외의 거처[호]","호","293","320","354","389","386","435",
"구례군","총인구[명]","명","24595","24278","24420","24246","23836","23907",
"구례군","남자[명]","명","11893","11718","11767","11669","11471","11502",
"구례군","여자[명]","명","12702","12560","12653","12577","12365","12405",
"구례군","내국인-계[명]","명","24339","24005","24121","23924","23499","23604",
"구례군","내국인-남자[명]","명","11807","11625","11666","11556","11354","11404",
"구례군","내국인-여자[명]","명","12532","12380","12455","12368","12145","12200",
"구례군","외국인-계[명]","명","256","273","299","322","337","303",
"구례군","외국인-남자[명]","명","86","93","101","113","117","98",
"구례군","외국인-여자[명]","명","170","180","198","209","220","205",
"구례군","가구-계[가구]","가구","10570","10815","10905","10932","10873","11089",
"구례군","일반가구[가구]","가구","10482","10736","10805","10839","10786","11009",
"구례군","집단가구[가구]","가구","21","14","17","15","14","14",
"구례군","외국인가구[가구]","가구","67","65","83","78","73","66",
"구례군","주택-계[호]","호","11287","11355","11483","11526","11661","11687",
"구례군","단독주택[호]","호","9726","9804","9905","9962","10026","10028",
"구례군","아파트[호]","호","979","979","979","997","1051","1078",
"구례군","연립주택[호]","호","308","308","308","253","253","252",
"구례군","다세대주택[호]","호","92","86","102","119","131","131",
"구례군","비거주용 건물내 주택[호]","호","182","178","189","195","200","198",
"구례군","주택이외의 거처[호]","호","348","355","381","403","394","411",
"고흥군","총인구[명]","명","62477","61690","60984","60664","60332","60045",
"고흥군","남자[명]","명","30075","29849","29552","29495","29496","29349",
"고흥군","여자[명]","명","32402","31841","31432","31169","30836","30696",
"고흥군","내국인-계[명]","명","61551","60710","59937","59398","58821","58680",
"고흥군","내국인-남자[명]","명","29515","29242","28872","28675","28509","28489",
"고흥군","내국인-여자[명]","명","32036","31468","31065","30723","30312","30191",
"고흥군","외국인-계[명]","명","926","980","1047","1266","1511","1365",
"고흥군","외국인-남자[명]","명","560","607","680","820","987","860",
"고흥군","외국인-여자[명]","명","366","373","367","446","524","505",
"고흥군","가구-계[가구]","가구","29454","29505","29252","29327","29298","29852",
"고흥군","일반가구[가구]","가구","29136","29198","28959","28993","28933","29520",
"고흥군","집단가구[가구]","가구","32","22","29","35","30","29",
"고흥군","외국인가구[가구]","가구","286","285","264","299","335","303",
"고흥군","주택-계[호]","호","32786","33213","33151","33618","33687","34150",
"고흥군","단독주택[호]","호","27748","28092","27933","27956","27886","28032",
"고흥군","아파트[호]","호","2572","2625","2703","3110","3227","3582",
"고흥군","연립주택[호]","호","812","819","823","824","850","831",
"고흥군","다세대주택[호]","호","1218","1248","1235","1266","1267","1239",
"고흥군","비거주용 건물내 주택[호]","호","436","429","457","462","457","466",
"고흥군","주택이외의 거처[호]","호","620","631","687","794","777","835",
"보성군","총인구[명]","명","40688","40125","39942","39373","38339","37888",
